show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s173,Movie,Voyage Into Space,3401,"Akio Ito, Kaneko Mitsundbu",,,1970,0,98,Science Fiction,"A little Japanese boy, Johnny Sokko, and his giant flying robot prevent the monster Dracolon from destroying Tokyo."
s174,Movie,Vows of Deception,583,"Cheryl Ladd, Nick Manusco, Nancy Cartwright, Vyto Ruginis, Mike Farrell, Cady Huffman",United States,,1996,13,94,"Drama, Suspense","When a prominent lawyer is found murdered, his wife is promptly arrested and charged with the crime. She swiftly accuses her stepson, with whom she claims to be having an affair. This sheds enough reasonable doubt to get her case dismissed on grounds of a mistrial, but three years later, prosecutors arrest and charge her again. Will she be so lucky on her second go?"
s175,Movie,Volcano: Fire on the Mountain,1757,"Dan Cortese, Cynthia Gibb, Brian Kerwin",,,1997,2,88,"Action, Science Fiction, Suspense","A USGS scientist attempts to convince his boss and the residents of Angel Falls, California that a nearby volcano is about to erupt."
s176,Movie,Voice From the Stone,1477,"Emilia Clarke, Marton Csokas, Caterina Murino, Remo Girone","United States, Italy",,2017,14,90,"Drama, Suspense","Set in 1950s Tuscany, Voice from the Stone is the haunting and suspenseful story of Verena, a solemn nurse drawn to aid a young boy who has fallen silent since the sudden passing of his mother."
s179,Movie,Viswasam,4565,"Ajith Kumar, Nayanthara",India,,2019,0,151,"Action, Drama, International","A village ruffian, who settles disputes in his native, takes on a big shot when he tries to sort out the rough patch in his marriage after several years."
s180,Movie,Visit to a Chief's Son,2804,"Richard Mulligan, Johnny Sekka",,,1974,8,92,Drama,"An anthropologist (Richard Mulligan) takes his son with him on an African safari to view the secret rituals of the Massai tribe. Une xpectedly, the tribe will teach his aloof son important and humanizing lessons about life."
s181,Movie,Virus,40,"Revathy, Kunchako Boban, Parvathy Thiruvoth",India,,2019,7,149,"Drama, Science Fiction, Suspense","Virus is a fiction based on true events, revolving around the deadly Nipah virus epidemic scare in Calicut, in 2018. A zoonotic disease top-listed by WHO, with no vaccination and treatment protocol, the deadly Nipah kills 75 % of those affected. Virus movie documents how the community spirit of a small town, in a tiny state of India, managed to fight the battle and win."
s182,Movie,Virginia,1376,"Jennifer Connelly, Emma Roberts, Ed Harris, Carrie Preston",,,2012,14,111,Drama,"A single mother struggles to raise her son Emmett while dreaming of escaping her small Southern boardwalk town. Her long time affair with the very married, Mormon Sheriff Richard Tipton is thrown into question when he decides to run for public office. Things are further complicated when Emmett begins a romantic relationship with Tipton's daughter."
s183,Movie,Violets Are Blue,1998,"Sissy Spacek, Kevin Kline, Bonnie Bedelia",,,1986,13,86,"Drama, Romance",Two former high school sweet-hearts (Sissy Spacek and Kevin Kline) are reunited after fifteen years and discover they are still in love.
s185,Movie,Vinci Da,4594,"Rudranil Ghosh, Ritwick Chakraborty, Sohini Sarkar, Anirban Bhattacharya, Riddhi Sen",,,2019,2,113,"International, Suspense","At the time when Vinci Da, an extremely talented make-up artist, struggling in his professional life, faces disasters because of his straight forwardness and arrogance; enters Adi Bose, a serial killer, changing Vinci Da's life forever."
s190,Movie,Vicky Velingkar,4391,"Sonalee Kulkarni, Spruha Joshi, Sangram Samel, Kettan Singh, Gaurav More, Rama Joshi, Vinita karat, Juhi Pawar",India,,2019,0,125,"International, Suspense","Vicky Velingkar is a struggling comic book artist and a watch seller, who gets entangled in an unexpected murder mystery. As she investigates, she realises that nothing is what it seems and the man who killed her best friend is now on to her. In a race against time, Vicky must find the killer before he hunts her down."
s193,Movie,Venky Mama,2611,"Venkatesh, Chaitanya, Payal Rajput, Raashi Khanna",,,2019,0,141,"Action, Comedy, Drama","Venkataratnam, son of famous astrologer Ram Narayan, lands in a military cantonment region one week after a major terrorist attack. When interrogated by the military police, he tells them he came in search of his nephew, Karthik, and tells them his story."
s194,Movie,Vellai Pookal,5103,"Vivek, Charlie, Dev, Pooja Devariya","United States, India",,2019,0,121,"International, Suspense","Vellai Pookal is a thriller based on the story of a retired Indian cop who travels to the USA to meet his son and fatefully finds himself caught in a web of disappearance, death, and deceit. Follow Rudhran through his experiences in the Pacific Northwest and you will smile, laugh heartily, gasp with fear and be chilled with thrills as he unravels the mystery of the kidnappings in his neighborhood."
s197,Movie,Vehicle Songs by Little Baby Bum,735,"Grace Tamayo, Erin Webbs",,,2019,7,48,Kids,"Little Baby Bum is proud to present this compilation focusing on vehicles! This 47-minute video comprises of famous nursery rhymes such as 'Wheels on The Bus', 'Tractor Song', '10 Little Buses', and many more!"
s200,Movie,Valley Uprising,3740,Peter Sarsgaard,,,2014,0,99,"Action, Documentary, Sports","In the shady campgrounds of Yosemite, climbers carved out a counterculture of dumpster-diving and wild parties that clashed with the conservative values of the National Park Service. ""Valley Uprising"" is the riveting, unforgettable tale of this bold rock climbing tradition: half a century of struggle against the laws of gravity and society. Featuring Alex Honnold with narration by Peter Sarsgaard."
s201,Movie,Valentine Road,3109,Dawn Boldrin,,,2013,2,88,Documentary,Valentine Road is a feature documentary examining the emotionally devastating earthquake and powerful aftershock that occurred when 14-year-old Brandon McInerney fatally shot 15-year-old Lawrence King during first period English class in the 8th grade.
s203,Movie,V1 Murder Case (Telugu),3722,"Ram Arun Castro, Vishnupriya Pillai, Gayathri Raja, Lijeesh, Mime Gopi",,,2021,0,111,"Action, Suspense","The film begins with the murder of a girl who was in a live-in relationship. Agni, a forensic expert with nyctophobia, decides to take on this murder investigation. At its core, V1 Murder Case is perhaps a film about confronting the most fearful, darkest parts of our minds. When three people connected to the victim are brought in for questioning, each narrates the same incident differently."
s204,Movie,V (Tamil),3419,"Nani, Sudheer Babu, Nivetha Thomas, Aditi Rao Hydari",,,2020,2,140,"Action, Drama, Suspense","The showdown between a celebrated cop and a serial killer who challenges the former to nab him results in consequences laced with heavy-duty action, playful romance and dark humour."
s205,Movie,V (Malayalam),3419,"Nani, Sudheer Babu, Nivetha Thomas, Aditi Rao Hydari",,,2020,2,140,"Action, Drama, Suspense","The showdown between a celebrated cop and a serial killer who challenges the former to nab him, results in consequences laced with heavy-duty action, playful romance and dark humour."
s206,Movie,V (Kannada),3419,"Nani, Sudheer Babu, Nivetha Thomas, Aditi Rao Hydari",,,2020,2,140,"Action, Drama, Suspense","The showdown between a celebrated cop and a serial killer who challenges the former to nab him results in consequences laced with heavy-duty action, playful romance and dark humour."
s214,Movie,Up in Arms,1444,"Danny Kaye, Dana Andrews, Dinah Shore",,,1944,0,106,"Arts, Entertainment, and Culture, Comedy","Hypochondriac Danny Weems gets drafted into the army and makes life miserable for his fellow GIs. He's also lovesick when it comes to pretty Mary Morgan, unaware that she's in love with his best friend Joe."
s219,Movie,Underworld Scandal,5165,"Hillary Brooke, Stanley Clements, Philip Reed, Darryl Hickman, Carl ""Alfalfa"" Schweitzer, Roland Dupree, Tommy Bond, John Phillips, Vince Barnett, Joe Allen Jr., Charles Arnt",,,1948,12,60,"Drama, Suspense","Returning for their final film in the Big Town series, crusading newspaper editor Steve Wilson (Reed) and his girl Friday Lorelei Kilbourne (Brooke) come to the aid of wayward teenage boys by paroling them under his care. Steve attempts to set up jobs and a Youth Center for the boys, putting five of them on a basketball team. However, local gangsters soon use the center to hide their ill-gotten gains and try to throw a basketball match with the boys, aided by one of the boys, Tommy. After one of Tommy's fellow miscreants is killed, Tommy amends his ways and helps put the gangsters away for good with Steve and Lorelei's help. Look for former Our Gang members ""Alfalfa"" Switzer and Tommy ""Butch"" Bond as two of the teenage hoodlums."
s220,Movie,Underwater Tunes with Little Baby Bum,735,"Grace Tamayo, Erin Webbs",,,2019,7,27,Kids,"More wonderful underwater themed nursery rhymes starting with famous nursery rhymes such as 'Wheels On The Bus - Under The Sea' from the world's number one educational channel, Little Baby Bum!"
s221,Movie,Underplayed,4603,"TokiMonsta, Alison Wonderland, Nervo, Rezz, Nightwave, Sherelle, Tygapaw",,,2021,0,90,Documentary,"Filmed over the summer festival season, Underplayed presents a portrait of the current status of the gender, ethnic, and sexuality equality issues in dance music. Seen through the lens of the female pioneers, next-generation artists and industry leaders who are championing the change, and inspiring a more diverse pool of role models for future generations."
s222,Movie,Underdogs,1350,"D. B. Sweeney, Logan Huffman, Charlie Carver, Natalie Imbruglia",,,2013,12,104,Sports,The story of a small-town high school football team destined to play their crosstown rival while standing up for an entire community.
s223,Movie,Under Western Stars,2501,"Roy Rogers, Smiley Burnette, Carol Hughes, Maple City Four, Guy Usher, Tom Chatterton, Kenneth Harlan, Alden 'Stephen' Chase, Brandon Beach, Earl Dwire, Jean Fowler, Dora Clement, Dick Elliott, Burr Caruth, Slim Whitaker, Jack Rockwell, Frankie Marvin, Roy Bucko, Fred Burns, Bob Card, Tommy Coats, Tex Cooper, Art Dillard, Curley Dresden, Herman Hack, Henry Hall, Earle Hodgins, Jack Ingram, Art Janes, Jane Keckley, Jack Kirk, Merrill McCormick, Fritz Meissner, George Montgomery, Milburn Morante, George Morrell, Jack O'Shea, Pat Petterson, Al Rice, Duke Taylor, Trigger, Bill Wolfe",,,1938,0,60,Western,Roy is talked into running for Congress against crooked interests in order to bring water to his district. He must convince a fellow congressman how important the water is to his constituents. This is Roy's first starring film.
s225,Movie,Under the Boardwalk: The Monopoly Story,2723,Zachary Levi,United States,,2011,8,88,"Documentary, Special Interest","""Under the Boardwalk"" looks into how the classic board game of Monopoly has become a worldwide cultural phenomenon, people who collect anything and everything Monopoly, and follows the colorful players who come together to compete for the coveted title of Monopoly World Champion."
